Author,Section,Question,Answer,Category,A1,A2,A3
Human Summary,2.4.4,What determines if two words share the same root?,Lemmatization,Relevant,Y,Y,Y
Human Summary,2.4.4,What are the two broad classes of morphemes?,"stems, and affixes",Relevant,Y,Y,Y
Original Text,2.4.5,What character is ambiguous between a sentence boundary marker and a marker of abbreviations like Mr. or Inc?,period character,Relevant,Y,Y,Y
Automatic Summary,2.4.5,What is one of the most useful cues for segmenting a text into sentences?,punctuation,Relevant,Y,Y,Y
Automatic Summary,2.4.5,What is another important step in text processing?,Sentence segmentation,Relevant,Y,Y,Y
Human Summary,2.4.5,What are some clues in sentence segmentation?,"periods, question marks, and exclamation points",Relevant,Y,Y,Y
Automatic Summary,2.5.0,What represents an operation list for converting the top string into the bottom string?,a series of symbols,Relevant,Y,N,Y
Original Text,2.5.0,What is a similar word to a graffe?,graffe,Relevant,N,N,N
Human Summary,2.5.0,What is the task of deciding whether two strings refer to the same entity?,Coreference,Relevant,Y,Y,Y
Original Text,2.5.0,How many words do the two strings differ by?,one,Relevant,Y,N,Y
Automatic Summary,2.5.0,What is the minimum edit distance?,minimum number of editing operations needed to transform one string into another,Relevant,Y,Y,Y
Original Text,2.5.0,What gives us a way to quantify both of these intuitions about string similarity?,Edit distance,Relevant,Y,N,N
Original Text,2.5.0,What did Levenshtein propose in his metric that each insertion or deletion has a cost of 1 and what else?,substitutions are not allowed,Relevant,Y,N,N
Automatic Summary,2.5.0,What is the most important visualization for string distances?,an alignment between the two strings,Relevant,Y,N,N
Human Summary,2.5.0,What is the minimum number of editing operations required to make two strings equal?,Minimum edit distance,Relevant,Y,Y,Y
Human Summary,2.5.0,What can help to quantify the similarity between strings?,Minimum edit distance,Relevant,Y,Y,Y
Original Text,2.5.1,What is the minimum edit distance?,2.8,Relevant,Y,N,Y
Automatic Summary,2.5.1,What is useful throughout speech and language processing?,Aligning two strings,Relevant,Y,N,N
Automatic Summary,2.5.1,When was dynamic programming first introduced?,1957,Relevant,N,N,N
Automatic Summary,2.5.1,What plays a role in machine translation?,Alignment,Relevant,Y,N,Y
Original Text,2.5.1,Where is the minimum edit distance algorithm summarized?,Fig. 2.17,Relevant,N,N,Y
Original Text,2.5.1,Where are the backpointers from a cell shown in Fig. 2.19?,2.19,Relevant,N,N,N
Automatic Summary,2.5.1,What is the name for a class of algorithms that apply a table-driven method to solve problems by combining solutions to sub-problems?,Dynamic programming,Relevant,Y,Y,Y
Original Text,2.5.1,Where are the backpointers from a cell shown?,Fig. 2.19,Relevant,N,N,Y
Original Text,2.5.1,What is the name for a class of algorithms that apply a table-driven method to solve problems by combining solutions to sub-problems?,dynamic programming,Relevant,Y,Y,Y
Original Text,2.5.1,What is the edit distance between X 1..i and Y 1..j?,"D|i, j",Relevant,N,N,Y
Human Summary,2.5.1,Who named the minimum edit distance algorithm?,Wagner and Fischer,Relevant,N,Y,N
Automatic Summary,3.0,"What writing tools need to find and correct errors in writing like ""Their are two midterms""?",spelling correction or grammatical error correction,Relevant,Y,Y,N
Human Summary,3.0,What can refer to both a sequence of n words and the predictive model that assigns it a probability?,n-gram,Relevant,Y,Y,Y
Human Summary,3.0,"What is essential for speech recognition, spelling or grammar correction, machine translation, and augmentative communication technologies?",Predicting upcoming words,Relevant,Y,Y,Y
Original Text,3.0,"What are essential in any task in which we have to identify words in noisy, ambiguous input?",Probabilities,Relevant,Y,Y,Y
Original Text,3.1,What are the MLE estimates for the parameters of an n-gram model?,0 and 1,Relevant,Y,Y,Y
Original Text,3.1,What isn't big enough to give us good estimates in most cases?,web,Relevant,N,N,Y
Automatic Summary,3.1,How does Eq.11 estimate the n-gram probability?,by dividing the observed frequency of a particular sequence by the frequency of a prefix,Relevant,N,Y,Y
Automatic Summary,3.1,What are the majority of the bigram counts from a piece of a bigram grammar from the Berkeley Restaurant Project?,zero,Relevant,N,Y,N
Original Text,3.1,What equation estimates the n-gram probability by dividing the observed frequency of a particular sequence by the observed frequency of a prefix?,Equation 3.12,Relevant,N,Y,Y
Automatic Summary,3.1,What shows the bigram counts from a piece of a bigram grammar from the Berkeley Restaurant Project?,Figure 3.1,Relevant,N,Y,Y
Human Summary,3.1,How are bigram probabilities normalized?,by dividing each cell by the set of unigram probabilities,Relevant,Y,Y,Y
Original Text,3.1,What is the first step in estimating the probability of a word given a history h?,formalizing of notation,Relevant,Y,Y,Y
Original Text,3.1,What is usually a noun or an adjective?,eat,Relevant,N,N,N
Automatic Summary,3.1,What is the class of probabilistic models that assume we can predict the probability of some future unit without looking too far into the past?,Markov models,Relevant,Y,Y,Y
Original Text,3.1,What should you do to estimate the probability of a word w given some history h?,compute this estimate for yourself,Relevant,Y,Y,N
Automatic Summary,3.1,How many words would be more sparse than a random set of?,seven,Relevant,N,N,N
Automatic Summary,3.1,What encode some facts that we think of as strictly syntactic in nature?,Bigram probabilities,Relevant,Y,Y,Y
Human Summary,3.1,All language model probabilities are represented in log format as what?,log probabilities,Relevant,Y,Y,Y
Original Text,3.1,"For larger n-grams, we'll need to assume what to the left and right of the sentence end?",extra contexts,Relevant,Y,Y,Y
Human Summary,3.1,Why are joint probabilities difficult to calculate?,too many possible sentences of a certain length,Relevant,Y,Y,Y
Human Summary,3.1,What is another name for the maximum likelihood estimation?,MLE,Relevant,Y,Y,N
Human Summary,3.1,The n-gram model looks at how many words into the past?,n-1,Relevant,Y,Y,Y
Original Text,3.1,What is the probability of a complete word sequence by substituting Eq. 3.7 into Eq. 3.4?,3.9,Relevant,N,N,Y
Original Text,3.1,How many words were selected from a random set?,seven,Relevant,N,N,N
Human Summary,3.2.0,What would happen if we accidentally trained the model on the test set?,bias,Relevant,Y,Y,N
Original Text,3.2.0,What can be taken from some continuous sequence of text inside the corpus?,test data,Relevant,Y,N,N
Human Summary,3.2.0,What is a test set that has been used so often that we need a fresher test set?,A development set,Relevant,Y,Y,Y
Human Summary,3.2.0,What embeds a model in an application and measures how much the application improves in an end to end evaluation?,Extrinsic evaluation,Relevant,Y,Y,Y
Human Summary,3.2.0,What is the downside of extrinsic evaluation?,very expensive,Relevant,Y,Y,Y
Human Summary,3.2.0,Which n-gram model assigns a higher probability to the test set?,the one that better fits the test set,Relevant,Y,Y,N
Human Summary,3.2.0,What ensures the quality of a model independent of any application?,intrinsic evaluation,Relevant,Y,Y,Y
Automatic Summary,3.2.0,Why do we want our test set to be as large as possible?,small test set may be accidentally unrepresentative,Relevant,Y,Y,Y
Human Summary,3.2.0,What are the three types of data that we divide the data in?,"training set, test set, held out set",Relevant,Y,Y,Y
Original Text,3.2.1,Perplexity is related inversely to what?,likelihood of the test sequence according to the model,Relevant,Y,Y,Y
Original Text,3.2.1,How is the perplexity of two language models comparable?,if they use identical vocabularies,Relevant,Y,Y,Y
Automatic Summary,3.2.1,What can we use to expand the probability of W?,the chain rule,Relevant,Y,Y,Y
Human Summary,3.3.0,What can we use to build an n-gram to answer and predict sentences that make sense in context?,training corpus of a similar genre,Relevant,Y,Y,Y
Automatic Summary,3.3.0,Our models may still be subject to the problem of what?,sparsity,Relevant,Y,N,Y
Automatic Summary,3.3.0,The n-gram model is dependent on what?,training corpus,Relevant,Y,Y,Y
Automatic Summary,3.3.0,What is still not sufficient?,Matching genres and dialects,Relevant,N,N,N
Automatic Summary,3.3.0,What sentences have no coherent relation between words or any sentence-final punctuation?,unigram sentences,Relevant,Y,Y,Y
Automatic Summary,3.3.0,What sentences have some local word-to-word coherence?,bigram sentences,Relevant,Y,Y,Y
Original Text,3.3.0,What is the P(offer|denied the)?,0,Relevant,Y,Y,N
Automatic Summary,3.3.0,"The longer the context on which we train the model, the more coherent what?",sentences,Relevant,Y,Y,Y
Automatic Summary,3.3.0,"For any n-gram that occurred a sufficient number of times, we might have what?",a good estimate of its probability,Relevant,Y,Y,Y
Original Text,3.3.0,"What shows the sentences generated by unigram, bigram, and trigram grammars trained on 40 million words from WSJ?",Fig. 3.4,Relevant,N,N,Y
Human Summary,3.3.0,N-grams are dependent on what?,training corpus,Relevant,Y,Y,Y
Original Text,3.3.0,What do the 4-gram sentences look a little too much like?,Shakespeare,Relevant,Y,N,N
Original Text,3.3.1,What is the problem of words whose probability is zero?,bigram probability,Relevant,Y,N,Y
Human Summary,3.3.1,What is a closed vocabulary system?,the test set doesn't contain any words outside of the given lexicon,Relevant,Y,Y,Y
Automatic Summary,3.3.1,What are OOV words?,out of vocabulary,Relevant,Y,Y,Y
Automatic Summary,3.3.1,The exact choice of UNK> model does have an effect on metrics like what?,perplexity,Relevant,Y,Y,Y
Human Summary,3.3.1,The closed vocabulary system is often used in speech recognition or what?,machine translation,Relevant,Y,Y,Y
Human Summary,3.3.1,What is the term for unknown words?,out of vocabulary,Relevant,Y,Y,Y
Human Summary,3.3.1,How many ways are there to train probabilities of UNK>?,two,Relevant,Y,Y,Y
Automatic Summary,3.3.1,What is zero for words that we haven't seen before?,bigram probability,Relevant,Y,Y,N
Automatic Summary,3.4.0,What is a modification called to keep a language model from assigning zero probability to unseen events?,smoothing or discounting,Relevant,Y,Y,Y
Original Text,3.4.0,What type of smoothing is introduced?,Kneser-Ney,Relevant,Y,Y,Y
Automatic Summary,3.4.0,What do we do to keep a language model from assigning zero probability to unseen events?,shave off a bit of probability mass,Relevant,Y,Y,N
Automatic Summary,3.4.0,What context do words that are in our vocabulary appear in a test set in?,unseen,Relevant,Y,Y,N
Original Text,3.4.1,What does Laplace smoothing apply to?,unigram probabilities,Relevant,Y,Y,Y
Original Text,3.4.1,What do we smooth now that we have the intuition for the unigram case?,Berkeley Restaurant Project bigrams,Relevant,N,N,Y
Human Summary,3.4.1,What is the unigram probability of word w_i?,c_i,Relevant,N,N,Y
Human Summary,3.4.1,What is the adjusted count c* easier to compare with?,MLE counts,Relevant,N,Y,Y
Original Text,3.4.1,What shows the add-one smoothed counts for the bigrams in Fig. 3.1?,Figure 3.5,Relevant,N,Y,Y
Original Text,3.4.1,What shows the add-one smoothed counts for the bigrams in Fig. 3.1?,Figure 3.5,Relevant,N,N,Y
Original Text,3.4.2,What is a fractional count k called?,add-k smoothing,Relevant,Y,Y,Y
Automatic Summary,3.4.2,What is the algorithm that adds fractional count k called?,add-k smoothing,Relevant,Y,Y,N
Automatic Summary,3.4.2,"Instead of adding I to each count, we add what?",fractional count k,Relevant,Y,N,N
Human Summary,3.4.2,What is the algorithm that adds a fractional count k to each count called?,add-k smoothing,Relevant,Y,Y,Y
Automatic Summary,3.4.3,What shows the equation for interpolation with context-conditioned weights?,Equation 3.28,Relevant,N,Y,Y
Automatic Summary,3.4.3,What can help solve the problem of zero frequency n-grams?,Discounting,Relevant,Y,Y,Y
Human Summary,3.4.3,What are the higher-order n-grams discounted by a function alpha to save some probability mass for?,lower-order n-grams,Relevant,Y,Y,Y
Automatic Summary,3.4.3,How is each weight computed in a slightly more sophisticated version of linear interpolation?,by conditioning on the context,Relevant,Y,Y,Y
